%eval_id interface log__t_efold_soil log__t_efold_karst log__t_efold_deep f_exfiltration_soil f_exfiltration_karst PDD_melt_factor log__fdd_threshold snow_insulation_k et_scale       neg_kge        
590      I1         1.66242284     2.512345679    4.565740741    0.8265154321   0.9839506173   5.042361111    2.981481481    0.1490740741   0.9155092593   0.1612651848   
591      I1         1.66242284     2.512345679    4.565740741    0.8387654321   0.9717006173   5.042361111    2.981481481    0.1490740741   0.9155092593   0.1610447659   
592      I1         1.66242284     2.512345679    4.565740741    0.8387654321   0.9839506173   4.918611111    2.981481481    0.1490740741   0.9155092593   0.1607986028   
593      I1         1.66242284     2.512345679    4.565740741    0.8387654321   0.9839506173   5.042361111    2.943981481    0.1490740741   0.9155092593   0.1609682736   
594      I1         1.66242284     2.512345679    4.565740741    0.8387654321   0.9839506173   5.042361111    2.981481481    0.1471990741   0.9155092593   0.1609682736   
595      I1         1.66242284     2.512345679    4.565740741    0.8387654321   0.9839506173   5.042361111    2.981481481    0.1490740741   0.8967592593   0.1614585241   
596      I1         1.68367284     2.512345679    4.565740741    0.8387654321   0.9839506173   4.918611111    2.981481481    0.1490740741   0.9155092593   0.1607584229   
597      I1         1.66242284     2.537345679    4.565740741    0.8387654321   0.9839506173   4.918611111    2.981481481    0.1490740741   0.9155092593   0.1609879469   
598      I1         1.66242284     2.512345679    4.584490741    0.8387654321   0.9839506173   4.918611111    2.981481481    0.1490740741   0.9155092593   0.1608626539   
599      I1         1.66242284     2.512345679    4.565740741    0.8510154321   0.9839506173   4.918611111    2.981481481    0.1490740741   0.9155092593   0.1623140394   
600      I1         1.66242284     2.512345679    4.565740741    0.8387654321   0.9839506173   4.918611111    2.981481481    0.1490740741   0.9342592593   0.1662806513   
601      I1         1.64117284     2.512345679    4.565740741    0.8387654321   0.9839506173   4.918611111    2.981481481    0.1490740741   0.9155092593   0.1622099729   
602      I1         1.66242284     2.512345679    4.546990741    0.8387654321   0.9839506173   4.918611111    2.981481481    0.1490740741   0.9155092593   0.1612425896   
603      I1         1.66242284     2.512345679    4.565740741    0.8265154321   0.9839506173   4.918611111    2.981481481    0.1490740741   0.9155092593   0.1610593362   
604      I1         1.66242284     2.512345679    4.565740741    0.8387654321   0.9717006173   4.918611111    2.981481481    0.1490740741   0.9155092593   0.160880084    
605      I1         1.66242284     2.512345679    4.565740741    0.8387654321   0.9839506173   4.794861111    2.981481481    0.1490740741   0.9155092593   0.1607078215   
606      I1         1.66242284     2.512345679    4.565740741    0.8387654321   0.9839506173   4.918611111    2.943981481    0.1490740741   0.9155092593   0.1607986028   
607      I1         1.66242284     2.512345679    4.565740741    0.8387654321   0.9839506173   4.918611111    2.981481481    0.1471990741   0.9155092593   0.1607986028   
608      I1         1.66242284     2.512345679    4.565740741    0.8387654321   0.9839506173   4.918611111    2.981481481    0.1490740741   0.8967592593   0.1612533913   
